year,phase,gross_emissions_gtco2,planned_incremental_cdr_gtco2,feasible_incremental_cdr_gtco2,incremental_cdr_gtco2,net_anthropogenic_gtco2,natural_reservoir_flux_to_sinks_gtc,co2_ppm,land_binding,food_land_deficit_mha,cdr_land_mha,reservoir_permanent_gtc,reservoir_slow_gtc,reservoir_medium_gtc,reservoir_fast_gtc
2158,target_maintenance,1.5,15.2,15.2,5.936081179528173,-4.436081179528173,-1.1690411737894675,280.0,False,0.0,364.1666666666667,28.450439356845852,5.7836322898024095,-28.10769650930674,-1.8803751373415185
2159,target_maintenance,1.5,15.2,15.2,5.803125684562405,-4.303125684562405,-1.1340033912047336,280.0,False,0.0,364.1666666666667,28.195234877791428,5.506246596135644,-27.67604884820086,-1.7794326257262096
2160,target_maintenance,1.5,15.2,15.2,5.682159165010863,-4.182159165010863,-1.1021250652042147,280.0,False,0.0,364.1666666666667,27.94720453211543,5.236949285774462,-27.24685733126185,-1.6912964866280393
2161,target_maintenance,1.5,15.2,15.2,5.571441589713395,-4.071441589713395,-1.0729476451014928,280.0,False,0.0,364.1666666666667,27.705740488053003,4.975094097447237,-26.820834846041485,-1.613999739458756
2162,target_maintenance,1.5,15.2,15.2,5.469504729974103,-3.969504729974103,-1.046084208356474,280.0,False,0.0,364.1666666666667,27.470321989738764,4.7201260533846625,-26.39856341017704,-1.5458846329463845
2163,target_maintenance,1.5,15.2,15.2,5.375109351123599,-3.8751093511235988,-1.0212081792610266,280.0,False,0.0,364.1666666666667,27.240501776311046,4.471567246265841,-25.98051511405342,-1.4855539085234637
2164,target_maintenance,1.5,15.2,15.2,5.287209152297578,-3.787209152297578,-0.9980438259831572,280.0,False,0.0,364.1666666666667,27.015894639631387,4.229004863917855,-25.567069756551522,-1.4318297469977215
2165,target_maintenance,1.5,15.2,15.2,5.204920390559336,-3.7049203905593364,-0.9763582556071939,280.0,False,0.0,364.1666666666667,26.796167783499143,3.992081099027991,-25.158529695319142,-1.3837191872079913
2166,target_maintenance,1.5,15.2,15.2,5.127496293217526,-3.6274962932175256,-0.9559546710078488,280.0,False,0.0,364.1666666666667,26.581032700388835,3.7604846467380018,-24.755132350792707,-1.340384996334129
2167,target_maintenance,1.5,15.2,15.2,5.054305503471879,-3.5543055034718787,-0.9366666906278467,280.0,False,0.0,364.1666666666667,26.37023832650662,3.5339435398328405,-24.357060733950384,-1.301121132389075
2168,target_maintenance,1.5,15.2,15.2,4.984813923527442,-3.484813923527442,-0.9183535635909408,280.0,False,0.0,364.1666666666667,26.163565273672965,3.3122191106943486,-23.964452309446873,-1.2653320749204386
2169,target_maintenance,1.5,15.2,15.2,4.918569419563534,-3.418569419563534,-0.9008961389999621,280.0,False,0.0,364.1666666666667,25.9608209683042,3.095100902427718,-23.577406456645704,-1.232515414086213
2170,target_maintenance,1.5,15.2,15.2,4.855188937384905,-3.355188937384905,-0.8841934705223472,280.0,False,0.0,364.1666666666667,25.76183555452316,2.882402379565923,-23.195990749676863,-1.202247184412217
2171,target_maintenance,1.5,15.2,15.2,4.794347648712209,-3.2943476487122094,-0.8681599561103408,280.0,False,0.0,364.1666666666667,25.56645844096826,2.673957312340758,-22.82024624278445,-1.1741695105245658
2172,target_maintenance,1.5,15.2,15.2,4.735769807983309,-3.235769807983309,-0.8527229284924106,280.0,False,0.0,364.1666666666667,25.37455538985615,2.4696167283745893,-22.45019191786235,-1.1479802003683834
2173,target_maintenance,1.5,15.2,15.2,4.679221050007165,-3.1792210500071647,-0.8378206253727442,280.0,False,0.0,364.1666666666667,25.186006062845625,2.2692463423804963,-22.085828426339013,-1.1234239788871088
2174,target_maintenance,1.5,15.2,15.2,4.624501901323637,-3.1245019013236366,-0.8234004794788993,280.0,False,0.0,364.1666666666667,25.00070195172182,2.0727243885539925,-21.727141236735296,-1.1002851035405146
2175,target_maintenance,1.5,15.2,15.2,4.571442313934165,-3.071442313934165,-0.8094176780349502,280.0,False,0.0,364.1666666666667,24.818544633267155,1.8799397922127619,-21.37410328166756,-1.078381143812357
2176,target_maintenance,1.5,15.2,15.2,4.519897060231578,-3.0198970602315782,-0.7958339491866512,280.0,False,0.0,364.1666666666667,24.639444297244143,1.6907906272423154,-21.02667718328318,-1.0575577412032757
2177,target_maintenance,1.5,15.2,15.2,4.46974185336777,-2.96974185336777,-0.7826165396012927,280.0,False,0.0,364.1666666666667,24.463318504466628,1.5051828143300985,-20.684817123661944,-1.0376841951347808
2178,target_maintenance,1.5,15.2,15.2,4.4208700787000925,-2.9208700787000925,-0.769737353105263,280.0,False,0.0,364.1666666666667,24.29009113871839,1.3230290220671128,-20.348470416226178,-1.0186497445593277
2179,target_maintenance,1.5,15.2,15.2,4.373190039987005,-2.873190039987005,-0.757172224973548,280.0,False,0.0,364.1666666666667,24.119691521990998,1.1442477389738182,-20.017578825366016,-1.0003604355987976
